	SRR925703	SRR925714	SRR925716	SRR925726	SRR934637	SRR925697	SRR934636	SRR925689	SRR925690	SRR925691	SRR925692	SRR925702	SRR925707	SRR925708	SRR925709	SRR925710	SRR925713	SRR925715	SRR925717	SRR934638	SRR934639	SRR925706	SRR925693	SRR925694	SRR925695	SRR925696	SRR925698	SRR925699	SRR925700	SRR925701	SRR925704	SRR925705	SRR925711	SRR925718	SRR925723	SRR925724	SRR925725	SRR925727	SRR925729	SRR925735	SRR925736	SRR925740	SRR925741	SRR925742	SRR934631	SRR934632	SRR934633	SRR934640	SRR934641	SRR934642	SRR934643	SRR934644	SRR934645
ENST00000512314_ir1_AQPEP-005	2.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000531015_ir2_DLG2-014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000549343_ir2_KRT74-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000286548_ir1_GNAQ-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	482.54	359.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000420358_ir5_WDHD1-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000373148_ir1_MAP7D1-003	246.87	0.0	356.73	0.0	0.0	176.28	0.0	120.0	0.0	24.45	25.74	0.0	0.0	0.0	134.47	0.0	136.89	21.44	136.46	172.02	330.88	273.51	997.46	0.0	0.0	109.34	0.0	0.0	0.0	0.0	0.0	47.37	40.28	272.97	0.0	138.69	43.07	0.0	0.0	97.02	25.14	0.0	0.0	43.67	0.0	0.0	270.68	0.0	606.92	0.0	56.91	0.0	62.37
ENST00000612630_ir1_UHRF1-006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000599736_ir2_STAP2-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	293.25	217.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000440285_ir1_NIM1K-005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000357529_ir2_RIMKLB-201	0.0	0.0	27.8	192.93	135.65	307.55	0.0	0.0	0.0	0.0	9.9	0.0	23.98	0.0	0.0	0.0	0.0	154.78	347.24	0.0	284.39	0.0	0.0	0.0	0.0	36.52	0.0	0.0	0.0	0.0	69.13	0.0	0.0	0.0	43.41	0.0	257.33	475.92	0.0	3.76	0.0	0.0	97.43	0.0	0.0	0.0	8.51	36.81	0.0	0.0	0.0	0.0	0.0
ENST00000579174_ir2_AC005154.6-007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.48	290.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000480995_ir1_GRM8-004	4.49	0.0	0.0	0.65	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	3.4	0.0	0.0	0.0	0.0
ENST00000522687_ir1_BIN3-008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000530546_ir3_USP35-002	0.0	0.0	0.0	60.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.43	0.0	14.52	0.0	0.0	0.0	15.9	0.0	0.0	0.0	36.03	20.69	0.0	24.01	0.0	18.09	0.0	0.0	11.41	29.63	0.0	0.0	0.0	12.51	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.7	0.0	0.0	0.0
ENST00000496440_ir1_CEP350-006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000398304_ir1_DLG2-008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000570475_ir1_USP43-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	165.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000557785_ir2_MEF2A-002	0.0	633.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4	348.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.37	0.0	0.0	0.0	0.0	0.0	25.53	107.27	408.65	0.0	0.0	0.0	0.0	88.85	0.0	56.42	0.0	0.0	51.0	74.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000458205_ir3_MLH1-004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000335698_ir1_ATP5C1-002	0.0	0.0	5007.08	19044.72	4277.75	0.0	0.0	0.0	0.0	0.0	0.0	4253.57	0.0	0.0	0.0	0.0	0.0	3028.62	3623.05	0.0	11516.28	1849.09	1702.88	0.0	0.0	0.0	0.0	2516.19	0.0	0.0	0.0	1299.91	0.0	5150.33	1256.74	385.77	1190.3	0.0	0.0	0.0	0.0	0.0	206.29	0.0	0.0	0.0	3945.9	0.0	0.0	0.0	3253.47	0.0	0.0
ENST00000581296_ir1_LRRC37A4P-001	499.0	800.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	291.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.6	0.0	0.0	0.0	0.0	0.0	184.81	211.61	0.0	1335.3	0.0	20788.98	0.0	163.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	242.76	382.82	65.93	0.0	0.0	0.0	0.0	0.0	276.69	0.0	0.0
ENST00000368722_ir2_S100A7-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	597.64	2020.48	250.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	688.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000314674_ir1_HBS1L-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.56	0.0	0.0	0.0	9.54	0.0	11.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000409045_ir1_OSBPL6-004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000395049_ir1_CYP1A1-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.75	269.89	0.0	0.0	0.0	452.05	35.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	504.99	0.0	20.78	0.0	0.0	0.0	0.0	0.0	940.84
ENST00000436961_ir2_CCT6B-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000540574_ir1_PHC1-004	1691.53	495.35	316.2	388.57	3169.78	814.22	209.05	571.79	673.59	312.4	73.12	343.7	0.0	1523.6	1186.59	743.43	1745.08	719.52	594.61	250.86	1395.81	1531.48	1053.43	433.86	995.8	713.77	366.75	253.4	58.71	316.07	993.33	485.28	0.0	0.0	738.57	684.76	656.9	886.97	0.0	475.26	600.26	1295.04	550.74	1013.48	601.75	240.01	912.19	1.15	239.29	0.0	8.9	0.0	663.76
ENST00000583367_ir1_NAPG-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.08	3.84	4.29	0.0	13.1	77.65	0.0	0.0	0.0	63.13	0.0	0.0	0.0	0.0	0.0	0.0	394.41	0.0	122.9	0.0	0.0	0.0	0.0	179.92	0.0	30.83	172.23	51.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.5	0.0	0.0	28.61	0.0	0.0	0.0	0.0	0.0	4.9
ENST00000522122_ir1_SYNPO-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000557344_ir1_APEX1-013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.69	0.0	0.0	0.0	0.0	34.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.61	0.0	94.48	0.0	0.0	0.0	114.89
ENST00000394215_ir1_DENND1A-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000460376_ir1_AASS-004	0.0	0.0	0.0	294.35	0.0	0.0	0.0	12.81	20.71	40.14	7.06	0.0	11.89	46.61	0.0	0.0	0.0	0.0	7.6	0.0	0.0	0.0	35.7	0.0	12.9	15.7	5.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64	41.91	62.02	0.0	7.24	0.0	0.0	0.0	5.4	0.0	0.0	0.0	0.0	0.0	0.0	2.63	0.0	0.0
ENST00000356708_ir2_ATP5C1-001	207.31	19480.12	0.0	0.0	0.0	5489.92	0.0	0.0	2408.81	1440.99	2065.09	0.0	11576.71	24437.56	0.0	33830.11	40546.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19112.12	21481.67	0.0	0.0	0.0	0.0	19336.79	0.0	0.0	0.0	0.0	0.0	0.0	21317.49	0.0	9422.65	28230.65	0.0	0.0	20084.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7029.02
ENST00000393146_ir1_DPP10-009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000450313_ir2_MUTYH-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000346042_ir3_PDE8B-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000483081_ir1_CHN2-019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000542836_ir1_SYT7-008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.95	0.0	0.0	30.9	16.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000285420_ir1_OTUD6B-001	5.07	0.63	0.0	0.0	0.0	0.0	0.0	0.87	0.0	0.28	0.0	3.86	5.64	0.13	33.4	0.0	0.0	0.0	0.0	0.0	42.07	0.0	707.64	11.03	385.61	0.0	0.49	0.14	0.0	0.0	1122.19	0.0	0.87	0.0	0.0	0.14	458.69	0.0	0.0	0.0	0.0	0.0	0.0	5.51	0.0	0.0	0.0	0.0	7.53	0.0	70.22	0.0	0.0
ENST00000394634_ir1_CFI-201	223.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000556147_ir2_NDRG2-013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000286234_ir1_DEPTOR-001	0.0	8.48	0.0	3.39	0.0	5.88	0.0	0.0	0.0	14.61	0.0	0.0	173.63	0.39	7.45	40.2	10.89	51.27	0.0	0.0	0.0	0.0	0.0	0.0	343.79	96.53	104.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.49	0.0	2483.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.82	0.0	8.52
ENST00000484074_ir1_FNDC3A-004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000442249_ir1_MLH1-013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000602167_ir1_MAP2K2-008	0.0	0.0	66.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000591143_ir1_LINC01532-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000360584_ir1_SLC6A9-001	0.0	894.57	0.0	0.0	0.0	75.86	0.0	0.0	0.0	0.0	0.0	0.0	792.18	0.0	0.0	0.0	0.0	0.0	290.82	0.0	0.0	0.0	0.0	0.0	336.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.79	0.0	398.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000562186_ir1_C16orf52-004	1.22	0.31	2.58	0.0	0.0	0.0	0.0	7.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.0	0.0	0.0	0.58	0.0	0.0	0.44	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000444672_ir1_AC092155.4-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000592054_ir1_DNMT1-013	0.0	0.0	0.0	16.65	0.0	0.0	0.0	37.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000555008_ir1_TEP1-004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000525854_ir1_HIF3A-013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000288745_ir1_MEGF11-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000557942_ir3_MEF2A-005	0.0	231.1	0.0	0.0	0.0	0.0	0.0	0.0	259.46	106.24	12.49	0.0	0.0	0.0	0.0	0.0	76.44	0.0	0.0	0.0	0.0	0.0	0.0	45.54	0.0	0.0	74.45	0.0	0.0	0.0	171.75	0.0	28.69	27.46	0.0	109.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.76	0.0	0.0	127.07	0.0	0.0	0.0	0.0	0.0	0.51
ENST00000589000_ir1_PQLC1-013	0.0	60.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.35	0.0	0.0	111.63	30.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.87	0.0	0.0
ENST00000487428_ir1_PTPRE-002	17.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.56	0.0	8.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	357.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000530208_ir2_C11orf73-003	0.0	8.24	0.0	0.0	0.0	8.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2	9.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.37	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.69	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000306051_ir1_PTGDR-001	17.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
